Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Year,Order Month
2015-12-01,2015-12-05,Standard Class,Home Office,United States,Jackson,Michigan,Central,Office Supplies,Art,Newell 307,3.64,2,0.0,1.0192,2015,December
2015-12-01,2015-12-05,Standard Class,Home Office,United States,Jackson,Michigan,Central,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,0.0,8.7138,2015,December
2016-01-25,2016-01-28,Second Class,Corporate,United States,New York City,New York,East,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",43.12,5,0.2,15.092,2016,January
2016-01-25,2016-01-28,Second Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,45.98,1,0.0,7.8166,2016,January
2016-01-25,2016-01-28,Second Class,Corporate,United States,New York City,New York,East,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",428.68,7,0.0,0.0,2016,January
2017-03-21,2017-03-25,Standard Class,Home Office,United States,Seattle,Washington,West,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",30.576,6,0.2,10.3194,2017,March
2017-03-21,2017-03-25,Standard Class,Home Office,United States,Seattle,Washington,West,Office Supplies,Fasteners,"Super Bands, 12/Pack",13.02,7,0.0,0.3906,2017,March
2017-03-21,2017-03-25,Standard Class,Home Office,United States,Seattle,Washington,West,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",22.14,3,0.0,6.4206,2017,March
2017-03-21,2017-03-25,Standard Class,Home Office,United States,Seattle,Washington,West,Office Supplies,Storage,Fellowes Officeware Wire Shelving,359.32,4,0.0,7.1864,2017,March
2014-08-22,2014-08-25,First Class,Consumer,United States,Saint Charles,Missouri,Central,Office Supplies,Paper,Xerox 1899,11.56,2,0.0,5.6644,2014,August
2014-06-08,2014-06-13,Standard Class,Consumer,United States,Long Beach,New York,East,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",68.48,2,0.2,25.68,2014,June
2016-04-07,2016-04-09,First Class,Corporate,United States,Lakewood,New Jersey,East,Office Supplies,Paper,Xerox 1939,37.94,2,0.0,18.2112,2016,April
2017-11-07,2017-11-09,Second Class,Corporate,United States,Clinton,Maryland,East,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,272.97,3,0.0,43.6752,2017,November
2015-05-29,2015-05-31,First Class,Corporate,United States,Columbus,Ohio,East,Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",41.568,4,0.2,-4.1568,2015,May
2015-05-29,2015-05-31,First Class,Corporate,United States,Columbus,Ohio,East,Office Supplies,Fasteners,Ideal Clamps,8.04,5,0.2,2.9145,2015,May
2017-05-07,2017-05-11,Standard Class,Consumer,United States,Pasadena,California,West,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,419.944,7,0.2,52.493,2017,May
2016-06-05,2016-06-09,Standard Class,Corporate,United States,Seattle,Washington,West,Office Supplies,Supplies,Acme Box Cutter Scissors,61.38,6,0.0,15.9588,2016,June
2015-12-14,2015-12-19,Second Class,Consumer,United States,Los Angeles,California,West,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,50.0,2,0.0,10.5,2015,December
2017-12-25,2017-12-29,Standard Class,Consumer,United States,East Orange,New Jersey,East,Technology,Accessories,Memorex Micro Travel Drive 4 GB,31.8,3,0.0,13.674,2017,December
2017-12-17,2017-12-21,Standard Class,Corporate,United States,Eau Claire,Wisconsin,Central,Office Supplies,Storage,Adjustable Personal File Tote,32.56,2,0.0,8.4656,2017,December
2016-05-10,2016-05-15,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Envelopes,Grip Seal Envelopes,7.072,2,0.2,2.3868,2016,May
2014-12-23,2014-12-27,Second Class,Consumer,United States,Tampa,Florida,South,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,45.528,3,0.2,15.9348,2014,December
2014-12-23,2014-12-27,Second Class,Consumer,United States,Tampa,Florida,South,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",64.784,1,0.2,6.4784,2014,December
2014-12-23,2014-12-27,Second Class,Consumer,United States,Tampa,Florida,South,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,424.272,2,0.2,-10.6068,2014,December
2014-12-23,2014-12-27,Second Class,Consumer,United States,Tampa,Florida,South,Office Supplies,Art,Prang Dustless Chalk Sticks,1.344,1,0.2,0.504,2014,December
2014-12-23,2014-12-27,Second Class,Consumer,United States,Tampa,Florida,South,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,83.92,5,0.2,-1.049,2014,December
2017-08-11,2017-08-16,Standard Class,Home Office,United States,New York City,New York,East,Office Supplies,Paper,Xerox 226,25.92,4,0.0,12.4416,2017,August
2017-08-27,2017-08-31,Standard Class,Consumer,United States,Mesa,Arizona,West,Furniture,Furnishings,Flat Face Poster Frame,120.576,8,0.2,33.1584,2017,August
2017-01-19,2017-01-23,Standard Class,Consumer,United States,Burlington,Vermont,East,Office Supplies,Paper,Xerox 191,79.92,4,0.0,37.5624,2017,January
2017-01-19,2017-01-23,Standard Class,Consumer,United States,Burlington,Vermont,East,Office Supplies,Paper,Xerox 1881,12.28,1,0.0,5.7716,2017,January
2017-01-19,2017-01-23,Standard Class,Consumer,United States,Burlington,Vermont,East,Office Supplies,Envelopes,Poly String Tie Envelopes,2.04,1,0.0,0.9588,2017,January
2015-06-19,2015-06-24,Standard Class,Home Office,United States,Houston,Texas,Central,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,228.92,5,0.2,14.3075,2015,June
2017-03-13,2017-03-16,First Class,Corporate,United States,Aurora,Illinois,Central,Technology,Phones,PowerGen Dual USB Car Charger,7.992,1,0.2,2.5974,2017,March
2014-09-20,2014-09-23,First Class,Consumer,United States,New York City,New York,East,Office Supplies,Labels,Avery 485,75.18,6,0.0,35.3346,2014,September
2014-09-20,2014-09-23,First Class,Consumer,United States,New York City,New York,East,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,30.98,1,0.0,8.0548,2014,September
2016-11-11,2016-11-15,Standard Class,Consumer,United States,Arlington Heights,Illinois,Central,Office Supplies,Art,Newell 332,14.112,6,0.2,1.2348,2016,November
2015-09-16,2015-09-21,Standard Class,Consumer,United States,Newport News,Virginia,South,Office Supplies,Envelopes,Staple envelope,31.12,4,0.0,14.6264,2015,September
2014-06-24,2014-06-28,Standard Class,Consumer,United States,Tucson,Arizona,West,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,4.272,2,0.2,0.9612,2014,June
2017-04-13,2017-04-17,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,Translucent Push Pins by OIC,7.92,5,0.2,1.683,2017,April
2014-03-14,2014-03-17,First Class,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 1963,8.448,2,0.2,2.64,2014,March
2017-09-22,2017-09-24,Second Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,Eldon 500 Class Desk Accessories,12.07,1,0.0,3.9831,2017,September
2017-12-10,2017-12-13,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Contract Clock, 14"", Brown",87.92,5,0.2,15.386,2017,December
2016-03-10,2016-03-14,Second Class,Corporate,United States,Glendale,Arizona,West,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",104.696,1,0.2,6.5435,2016,March
2015-10-18,2015-10-22,Standard Class,Consumer,United States,Seattle,Washington,West,Technology,Phones,Motorola L703CM,249.584,2,0.2,15.599,2015,October
2015-10-18,2015-10-22,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Paper,Xerox 1903,17.94,3,0.0,8.7906,2015,October
2015-10-18,2015-10-22,Standard Class,Consumer,United States,Seattle,Washington,West,Furniture,Furnishings,Eldon 100 Class Desk Accessories,10.11,3,0.0,3.2352,2015,October
2014-10-27,2014-11-01,Standard Class,Home Office,United States,Fayetteville,North Carolina,South,Office Supplies,Paper,Xerox 2,10.368,2,0.2,3.6288,2014,October
2014-10-27,2014-11-01,Standard Class,Home Office,United States,Fayetteville,North Carolina,South,Office Supplies,Paper,Easy-staple paper,11.952,3,0.2,4.0338,2014,October
2014-07-23,2014-07-27,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Supplies,Acme Softgrip Scissors,40.7,5,0.0,11.803,2014,July
2014-07-23,2014-07-27,Standard Class,Corporate,United States,San Francisco,California,West,Technology,Phones,AT&T CL2909,302.376,3,0.2,37.797,2014,July
2014-07-23,2014-07-27,Standard Class,Corporate,United States,San Francisco,California,West,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0,3,0.0,4.95,2014,July
2016-09-15,2016-09-20,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Art,SANFORD Major Accent Highlighters,35.4,5,0.0,13.452,2016,September
2014-11-27,2014-12-01,Standard Class,Corporate,United States,Buffalo,New York,East,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,199.9,5,0.0,39.98,2014,November
2015-08-28,2015-09-01,Standard Class,Corporate,United States,Dallas,Texas,Central,Furniture,Tables,Hon 2111 Invitation Series Straight Table,103.481,1,0.3,-16.2613,2015,August
2015-06-19,2015-06-19,Same Day,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters with Dispenser Box,5.904,2,0.2,1.9926,2015,June
2015-08-17,2015-08-23,Standard Class,Consumer,United States,Peoria,Arizona,West,Technology,Accessories,Imation Clip USB flash drive - 8 GB,30.08,2,0.2,-5.264,2015,August
2015-08-17,2015-08-23,Standard Class,Consumer,United States,Peoria,Arizona,West,Office Supplies,Paper,Xerox 21,36.288,7,0.2,12.7008,2015,August
2015-08-17,2015-08-23,Standard Class,Consumer,United States,Peoria,Arizona,West,Office Supplies,Art,Newell 336,10.272,3,0.2,1.1556,2015,August
2017-05-26,2017-05-31,Standard Class,Consumer,United States,Oceanside,California,West,Office Supplies,Paper,Xerox 201,12.96,2,0.0,6.2208,2017,May
2014-10-12,2014-10-17,Standard Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",22.24,2,0.2,2.502,2014,October
2014-05-25,2014-05-29,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,Strathmore Photo Frame Cards,14.62,2,0.0,6.7252,2014,May
2014-12-29,2014-12-31,Second Class,Consumer,United States,Kent,Ohio,East,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,48.36,5,0.2,6.045,2014,December
2017-04-07,2017-04-11,Standard Class,Home Office,United States,Jacksonville,Florida,South,Office Supplies,Art,50 Colored Long Pencils,16.256,2,0.2,1.2192,2017,April
2017-04-07,2017-04-11,Standard Class,Home Office,United States,Jacksonville,Florida,South,Technology,Phones,AT&T 1080 Corded phone,219.184,2,0.2,19.1786,2017,April
2015-03-01,2015-03-02,First Class,Corporate,United States,Coppell,Texas,Central,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,95.84,4,0.2,34.742,2015,March
2015-05-29,2015-06-03,Standard Class,Consumer,United States,Indianapolis,Indiana,Central,Office Supplies,Labels,Avery 476,12.39,3,0.0,5.6994,2015,May
2016-09-22,2016-09-28,Standard Class,Consumer,United States,Lawrence,Indiana,Central,Office Supplies,Paper,Xerox 1895,35.88,6,0.0,16.146,2016,September
2016-09-17,2016-09-23,Standard Class,Home Office,United States,Redmond,Washington,West,Office Supplies,Labels,Avery 481,12.32,4,0.0,5.9136,2016,September
2014-09-08,2014-09-13,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",8.608,2,0.2,3.0128,2014,September
2017-06-03,2017-06-07,Standard Class,Home Office,United States,Spokane,Washington,West,Office Supplies,Storage,Eldon Gobal File Keepers,136.26,9,0.0,5.4504,2017,June
2015-09-28,2015-10-05,Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,GBC Recycled VeloBinder Covers,81.792,6,0.2,26.5824,2015,September
2015-09-28,2015-10-05,Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,47.19,3,0.0,13.6851,2015,September
2015-09-28,2015-10-05,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,36.784,2,0.2,-8.2764,2015,September
2016-06-16,2016-06-19,Second Class,Home Office,United States,Chattanooga,Tennessee,South,Technology,Machines,Penpower WorldCard Pro Card Scanner,91.475,1,0.5,-1.8295,2016,June
2017-05-27,2017-06-03,Standard Class,Corporate,United States,Greensboro,North Carolina,South,Technology,Accessories,Sony 8GB Class 10 Micro SDHC R40 Memory Card,27.192,3,0.2,0.3399,2017,May
2014-10-09,2014-10-14,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,144.6,3,0.0,41.934,2014,October
2014-10-09,2014-10-14,Standard Class,Consumer,United States,San Francisco,California,West,Technology,Phones,iOttie HLCRIO102 Car Mount,15.992,1,0.2,-2.9985,2014,October
2014-11-17,2014-11-22,Second Class,Home Office,United States,New York City,New York,East,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,34.44,3,0.0,17.22,2014,November
2014-10-19,2014-10-24,Standard Class,Home Office,United States,Lakewood,California,West,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,321.552,6,0.2,20.097,2014,October
2014-02-27,2014-03-03,First Class,Consumer,United States,Columbus,Ohio,East,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.456,4,0.2,3.4048,2014,February
2014-12-21,2014-12-25,Standard Class,Consumer,United States,Newark,Delaware,East,Office Supplies,Labels,Avery 492,17.28,6,0.0,7.9488,2014,December
2016-11-19,2016-11-23,Standard Class,Corporate,United States,Seattle,Washington,West,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,31.96,2,0.0,1.598,2016,November
2017-11-05,2017-11-10,Second Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,Xerox 202,12.96,2,0.0,6.2208,2017,November
2017-11-05,2017-11-10,Second Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",110.96,2,0.0,53.2608,2017,November
2017-11-05,2017-11-10,Second Class,Consumer,United States,New York City,New York,East,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,99.98,2,0.0,3.9992,2017,November
2017-11-05,2017-11-10,Second Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,11.424,1,0.2,3.7128,2017,November
2017-11-05,2017-11-10,Second Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,128.124,2,0.1,24.2012,2017,November
2017-11-05,2017-11-10,Second Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",101.4,5,0.0,38.532,2017,November
2015-05-31,2015-06-05,Second Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Labels,Avery 501,5.904,2,0.2,1.9926,2015,May
2014-09-07,2014-09-14,Standard Class,Consumer,United States,Oswego,Illinois,Central,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,13.16,5,0.2,4.1125,2014,September
2017-11-06,2017-11-12,Standard Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",18.16,2,0.2,1.816,2017,November
2014-07-22,2014-07-28,Standard Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Art,Crayola Colored Pencils,19.68,6,0.0,6.4944,2014,July
2016-12-02,2016-12-04,Second Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Paper,Xerox 1962,30.816,9,0.2,9.63,2016,December
2017-12-11,2017-12-13,First Class,Corporate,United States,Paterson,New Jersey,East,Office Supplies,Fasteners,Stockwell Push Pins,6.54,3,0.0,2.1582,2017,December
2017-01-03,2017-01-07,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,9.12,3,0.0,3.1008,2017,January
2017-11-07,2017-11-07,Same Day,Consumer,United States,Oklahoma City,Oklahoma,Central,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,38.16,9,0.0,19.08,2017,November
2016-01-03,2016-01-08,Standard Class,Corporate,United States,Broken Arrow,Oklahoma,Central,Office Supplies,Binders,Storex Dura Pro Binders,11.88,2,0.0,5.346,2016,January
2016-05-12,2016-05-16,Standard Class,Consumer,United States,Mission Viejo,California,West,Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,120.0,6,0.0,46.8,2016,May
2016-05-12,2016-05-16,Standard Class,Consumer,United States,Mission Viejo,California,West,Office Supplies,Appliances,Staple holder,8.67,1,0.0,2.3409,2016,May
2017-11-05,2017-11-07,First Class,Home Office,United States,Greenwood,Indiana,Central,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",4.41,1,0.0,2.0286,2017,November
2016-05-26,2016-05-30,Standard Class,Consumer,United States,Milwaukee,Wisconsin,Central,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,26.94,3,0.0,11.3148,2016,May
2015-11-20,2015-11-24,Standard Class,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,Dana Swing-Arm Lamps,32.04,3,0.0,8.01,2015,November
2016-04-22,2016-04-29,Standard Class,Consumer,United States,Rome,New York,East,Office Supplies,Art,Barrel Sharpener,32.13,9,0.0,8.3538,2016,April
2016-04-22,2016-04-29,Standard Class,Consumer,United States,Rome,New York,East,Office Supplies,Art,Newell 32,2.88,1,0.0,0.8064,2016,April
2014-04-05,2014-04-07,Second Class,Consumer,United States,Dearborn Heights,Michigan,Central,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,26.7,2,0.0,7.476,2014,April
2014-04-05,2014-04-07,Second Class,Consumer,United States,Dearborn Heights,Michigan,Central,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",40.2,5,0.0,18.09,2014,April
2014-04-05,2014-04-07,Second Class,Consumer,United States,Dearborn Heights,Michigan,Central,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",13.89,3,0.0,4.5837,2014,April
2016-08-06,2016-08-11,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",38.34,9,0.0,15.7194,2016,August
2017-05-30,2017-06-03,Second Class,Consumer,United States,Dallas,Texas,Central,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",204.6664,1,0.32,-6.0196,2017,May
2014-03-14,2014-03-18,Standard Class,Home Office,United States,Jacksonville,Florida,South,Office Supplies,Paper,Xerox 1887,91.056,6,0.2,31.8696,2014,March
2015-08-24,2015-08-26,Second Class,Consumer,United States,Bowling Green,Ohio,East,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",26.982,3,0.4,4.0473,2015,August
2015-08-24,2015-08-26,Second Class,Consumer,United States,Bowling Green,Ohio,East,Office Supplies,Labels,Avery 474,6.912,3,0.2,2.5056,2015,August
2015-08-24,2015-08-26,Second Class,Consumer,United States,Bowling Green,Ohio,East,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,435.504,3,0.2,48.9942,2015,August
2017-05-08,2017-05-12,Second Class,Consumer,United States,San Francisco,California,West,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,81.08,4,0.0,22.7024,2017,May
2016-02-04,2016-02-09,Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Storage,Safco Commercial Shelving,93.02,2,0.0,3.7208,2016,February
2014-12-19,2014-12-25,Standard Class,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,RCA ViSYS 25425RE1 Corded phone,323.976,3,0.2,36.4473,2014,December
2014-12-19,2014-12-25,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 229,15.552,3,0.2,5.4432,2014,December
2014-12-19,2014-12-25,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Storage,"Rogers Jumbo File, Granite",32.592,3,0.2,-7.7406,2014,December
2017-12-05,2017-12-06,First Class,Home Office,United States,Seattle,Washington,West,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,83.92,5,0.2,29.372,2017,December
2017-12-05,2017-12-06,First Class,Home Office,United States,Seattle,Washington,West,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,199.9,5,0.0,39.98,2017,December
2017-12-05,2017-12-06,First Class,Home Office,United States,Seattle,Washington,West,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,31.176,3,0.2,-7.0146,2017,December
2017-12-05,2017-12-06,First Class,Home Office,United States,Seattle,Washington,West,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,9.296,2,0.2,3.0212,2017,December
2017-03-24,2017-03-25,Same Day,Corporate,United States,Beaumont,Texas,Central,Office Supplies,Storage,Iris Project Case,12.768,2,0.2,0.9576,2017,March
2017-07-08,2017-07-12,Standard Class,Home Office,United States,Seattle,Washington,West,Office Supplies,Paper,Easy-staple paper,52.76,2,0.0,24.2696,2017,July
2017-10-26,2017-10-31,Standard Class,Home Office,United States,Dallas,Texas,Central,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",55.616,2,0.2,5.5616,2017,October
2016-10-27,2016-10-31,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",40.67,7,0.0,12.6077,2016,October
2016-10-27,2016-10-31,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,33.48,2,0.0,1.3392,2016,October
2016-10-27,2016-10-31,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,Prestige Round Ring Binders,9.728,2,0.2,3.2832,2016,October
2017-09-07,2017-09-09,First Class,Consumer,United States,Providence,Rhode Island,East,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,16.9,5,0.0,7.774,2017,September
2017-09-07,2017-09-09,First Class,Consumer,United States,Providence,Rhode Island,East,Office Supplies,Paper,Xerox 191,39.96,2,0.0,18.7812,2017,September
2015-05-11,2015-05-16,Second Class,Home Office,United States,Phoenix,Arizona,West,Furniture,Chairs,Global Chrome Stack Chair,191.968,7,0.2,16.7972,2015,May
2015-08-06,2015-08-10,Standard Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Labels,Avery 505,35.52,3,0.2,13.32,2015,August
2015-08-06,2015-08-10,Standard Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Paper,Xerox 1906,56.704,2,0.2,19.1376,2015,August
2014-10-29,2014-11-02,Standard Class,Corporate,United States,Columbus,Indiana,Central,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,1.98,2,0.0,0.891,2014,October
2014-10-29,2014-11-02,Standard Class,Corporate,United States,Columbus,Indiana,Central,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0.0,35.6636,2014,October
2016-06-18,2016-06-20,Second Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1900,6.848,2,0.2,2.14,2016,June
2015-05-03,2015-05-06,First Class,Home Office,United States,San Jose,California,West,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,13.848,3,0.2,5.193,2015,May
2015-05-30,2015-06-03,Standard Class,Home Office,United States,Springfield,Virginia,South,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,151.96,4,0.0,36.4704,2015,May
2016-09-22,2016-09-27,Standard Class,Corporate,United States,Broomfield,Colorado,West,Furniture,Furnishings,Aluminum Document Frame,68.432,7,0.2,8.554,2016,September
2015-11-28,2015-12-02,Standard Class,Consumer,United States,Columbus,Ohio,East,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",71.12,5,0.2,9.779,2015,November
2015-11-28,2015-12-02,Standard Class,Consumer,United States,Columbus,Ohio,East,Office Supplies,Fasteners,Staples,3.008,2,0.2,0.564,2015,November
2016-05-03,2016-05-05,First Class,Consumer,United States,Newark,Ohio,East,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52,5,0.2,34.7865,2016,May
2016-05-03,2016-05-05,First Class,Consumer,United States,Newark,Ohio,East,Furniture,Furnishings,"Computer Room Manger, 14""",51.968,2,0.2,10.3936,2016,May
2016-05-03,2016-05-05,First Class,Consumer,United States,Newark,Ohio,East,Office Supplies,Labels,Avery 496,6.0,2,0.2,2.1,2016,May
2015-06-01,2015-06-08,Standard Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76,2,0.0,5.7624,2015,June
2014-03-31,2014-03-31,Same Day,Consumer,United States,Tampa,Florida,South,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",4.032,2,0.2,1.0584,2014,March
2017-07-05,2017-07-07,First Class,Corporate,United States,Fremont,Nebraska,Central,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,79.96,4,0.0,22.3888,2017,July
2015-09-24,2015-09-24,Same Day,Consumer,United States,Columbus,Ohio,East,Office Supplies,Storage,"Tennsco Lockers, Sand",33.568,2,0.2,1.6784,2015,September
2015-09-24,2015-09-24,Same Day,Consumer,United States,Columbus,Ohio,East,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,15.84,2,0.2,5.544,2015,September
2015-09-24,2015-09-24,Same Day,Consumer,United States,Columbus,Ohio,East,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",24.424,1,0.2,7.9378,2015,September
2015-09-24,2015-09-24,Same Day,Consumer,United States,Columbus,Ohio,East,Office Supplies,Art,Newell 347,17.12,5,0.2,1.926,2015,September
2015-08-13,2015-08-13,Same Day,Consumer,United States,Pomona,California,West,Furniture,Furnishings,Ultra Door Pull Handle,31.56,3,0.0,10.4148,2015,August
2015-05-26,2015-05-28,Second Class,Consumer,United States,San Antonio,Texas,Central,Furniture,Chairs,"Global Stack Chair with Arms, Black",104.93,5,0.3,-4.497,2015,May
2017-09-14,2017-09-16,First Class,Home Office,United States,New York City,New York,East,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,70.98,1,0.0,3.549,2017,September
2017-09-14,2017-09-16,First Class,Home Office,United States,New York City,New York,East,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,29.95,5,0.0,8.6855,2017,September
2016-06-07,2016-06-11,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,Ideal Clamps,9.648,6,0.2,3.4974,2016,June
2017-06-25,2017-06-27,Second Class,Consumer,United States,New York City,New York,East,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,400.784,1,0.2,-5.0098,2017,June
